"","email","URN_pre","Q1_1_pre","Q1_2_pre","Q3_pre","Q4_pre","Q5_pre","Q6_pre","Q7_pre","Q8_pre","Q9_pre","Q9_1_a_pre","Q9_2_a_pre","Q9_3_a_pre","Q9_4_a_pre","Q9_5_a_pre","Q9_6_a_pre","Q9_7_a_pre","Q9_8_a_pre","Q9_9_a_pre","Q9_10_a_pre","Q9_11_a_pre","Q9_12_a_pre","Q9_13_a_pre","Q9_14_a_pre","Q9_15_a_pre","Q9_16_a_pre","Q9_17_a_pre","Q9_18_a_pre","Q9_19_a_pre","Q9_20_a_pre","Q9_21_a_pre","Q9_22_a_pre","Q9_23_a_pre","Q9_24_a_pre","Q10_pre","Q10_1_a_pre","Q10_2_a_pre","Q10_3_a_pre","Q10_4_a_pre","Q10_5_a_pre","Q10_6_a_pre","Q10_7_a_pre","Q10_8_a_pre","Q10_9_a_pre","Q10_10_a_pre","Q11_pre","Q11_1_a_pre","Q11_2_a_pre","Q11_3_a_pre","Q11_4_a_pre","Q12_a_pre","Q12_a_1_a_pre","Q12_a_2_a_pre","Q12_a_3_a_pre","Q12_a_4_a_pre","Q12_a_5_a_pre","Q12_a_6_a_pre","Q12_a_7_a_pre","Q12_a_8_a_pre","Q12_a_9_a_pre","Q12_a_10_a_pre","Q12_a_11_a_pre","Q12_a_12_a_pre","Q12_a_13_a_pre","Q12_a_14_a_pre","Q12_a_15_a_pre","Q12_a_16_a_pre","Q12_a_17_a_pre","Q12_a_18_a_pre","Q12_a_19_a_pre","Q12_a_20_a_pre","Q12_a_21_a_pre","Q12_a_22_a_pre","Q13_a_pre","Q13_a_1_a_pre","Q13_a_2_a_pre","Q13_a_3_a_pre","Q13_a_4_a_pre","Q13_a_5_a_pre","Q13_a_6_a_pre","Q13_a_7_a_pre","Q13_a_8_a_pre","Q13_a_9_a_pre","Q13_a_10_a_pre","Q13_a_11_a_pre","Q13_a_12_a_pre","Q13_a_13_a_pre","Q13_a_14_a_pre","Q13_a_15_a_pre","Q14_pre","Q14_1_pre","Q14_2_pre","Q14_3_pre","Q14_4_pre","Q14_5_pre","Q14_6_pre","Q14_7_pre","Q14_8_pre","Q14_9_pre","Q14_10_pre","Q14_11_pre","Q14_12_pre","Q14_13_pre","Q14_14_pre","Q14_15_pre","Q14_16_pre","Q14_17_pre","Q14_18_pre","StartDate_pre","CompletionDate_pre","URN_post","Q2_post","Q3_post","Q4_post","Q5_post","Q6_post","Q7_post","Q8_post","Q8_1_a_post","Q8_2_a_post","Q8_3_a_post","Q8_4_a_post","Q8_5_a_post","Q8_6_a_post","Q8_7_a_post","Q8_8_a_post","Q8_9_a_post","Q8_10_a_post","Q8_11_a_post","Q8_12_a_post","Q8_13_a_post","Q8_14_a_post","Q8_15_a_post","Q8_16_a_post","Q8_17_a_post","Q8_18_a_post","Q8_19_a_post","Q8_20_a_post","Q8_21_a_post","Q8_22_a_post","Q8_23_a_post","Q8_24_a_post","Q9_post","Q9_1_a_post","Q9_2_a_post","Q9_3_a_post","Q9_4_a_post","Q9_5_a_post","Q9_6_a_post","Q9_7_a_post","Q9_8_a_post","Q9_9_a_post","Q9_10_a_post","Q10_post","Q10_1_a_post","Q10_2_a_post","Q10_3_a_post","Q10_4_a_post","Q11_a_post","Q11_a_1_a_post","Q11_a_2_a_post","Q11_a_3_a_post","Q11_a_4_a_post","Q11_a_5_a_post","Q11_a_6_a_post","Q11_a_7_a_post","Q11_a_8_a_post","Q11_a_9_a_post","Q11_a_10_a_post","Q11_a_11_a_post","Q11_a_12_a_post","Q11_a_13_a_post","Q11_a_14_a_post","Q11_a_15_a_post","Q11_a_16_a_post","Q11_a_17_a_post","Q11_a_18_a_post","Q11_a_19_a_post","Q11_a_20_a_post","Q11_a_21_a_post","Q11_a_22_a_post","Q12_a_post","Q12_a_1_a_post","Q12_a_2_a_post","Q12_a_3_a_post","Q12_a_4_a_post","Q12_a_5_a_post","Q12_a_6_a_post","Q12_a_7_a_post","Q12_a_8_a_post","Q12_a_9_a_post","Q12_a_10_a_post","Q12_a_11_a_post","Q12_a_12_a_post","Q12_a_13_a_post","Q12_a_14_a_post","Q12_a_15_a_post","Q13_post","Q13_1_post","Q13_2_post","Q13_3_post","Q13_4_post","Q13_5_post","Q13_6_post","Q13_7_post","Q13_8_post","Q13_9_post","Q13_10_post","Q13_11_post","Q13_12_post","Q13_13_post","Q13_14_post","Q13_15_post","Q13_16_post","Q13_17_post","Q13_18_post","StartDate_post","CompletionDate_post","X","Condition","X1a","X1b","X1c","X2a","X2b","X3a","X3b","X4a","X4b","X5a","X5b","X6a","X6b","X7a","X7b","X8a","X8b","X9a","X9b","X10a","X10b"
"115","627","249463-249456-21762842","1","1","7","8","1995","female","1","1",NA,"2","3","2","4","3","4","4","4","2","5","3","3","2","4","5","3","2","2","2","5","2","3","2","2",NA,"4","4","4","3","1","4","2","2","5","4",NA,"2","3","3","4",NA,"3","4","3","4","2","4","4","4","4","4","3","1","3","3","2","3","3","4","2","3","2","3",NA,"4","4","4","4","4","5","5","2","4","5","2","5","4","4","5",NA,"1","5","4","5","2","5","4","2","5","5","6","2","2","5","2","5","3","2","2017-03-23 18:27:48 utc","2017-03-23 19:29:50 utc","249464-249457-22326813","7","8","1995","female","1","1",NA,"3","4","1","2","2","4","4","2","2","4","2","4","2","3","4","4","2","2","4","4","2","2","2","4",NA,"4","5","3","3","3","2","2","4","5","3",NA,"2","2","2","1",NA,"3","4","4","3","2","3","4","4","2","3","2","1","4","3","2","3","3","4","4","2","2","3",NA,"3","2","4","2","4","4","4","2","4","4","4","4","5","4","3",NA,"2","4","5","6","4","5","3","4","4","5","5","2","2","5","3","4","5","3","2017-04-10 15:14:02 utc","2017-04-10 15:22:05 utc","3","mind","4","3","4","4","no","3","no","5","no","3","no","4","yes","5","no","5","yes","4","yes","2","yes"
"116","913","360674-360665-37452495","1","1","18","6","1999","female","3","6",NA,"4","4","3","4","2","4","1","4","3","2","2","2","4","3","2","4","5","2","2","2","3","5","4","3",NA,"4","4","3","4","3","2","3","4","2","2",NA,"2","1","1","1",NA,"1","1","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","1",NA,"2","4","2","2","2","4","2","2","2","2","4","3","2","2","2",NA,"5","2","6","3","2","2","3","5","5","2","4","3","3","5","6","3","4","5","2018-07-18 10:43:59 utc","2018-07-18 10:53:48 utc","360676-360667-38512064","18","6","1999","female","5","6",NA,"5","4","4","5","3","5","4","2","4","5","2","1","4","3","2","3","2","4","2","4","5","2","2","3",NA,"2","1","2","4","3","1","5","4","3","2",NA,"1","1","1","1",NA,"2","1","1","1","1","2","1","1","2","1","1","2","1","1","1","1","3","1","2","1","3","2",NA,"2","1","2","1","1","2","3","2","1","1","1","1","1","1","1",NA,"5","2","6","4","4","2","5","6","5","2","4","4","4","2","5","3","5","5","2018-08-15 17:38:53 utc","2018-08-15 17:48:22 utc","5","mental states","3","2","0","25",NA,"50",NA,"30",NA,"50",NA,"60",NA,"30",NA,"40",NA,"30",NA,"40",NA
"117","984","402361-402352-48594025","1","1","27","8","1992","female","8","5",NA,"3","4","3","3","2","4","4","2","3","4","4","2","2","3","4","4","3","2","2","3","2","3","3","2",NA,"4","3","5","3","4","3","3","3","3","3",NA,"3","4","2","1",NA,"2","1","1","2","1","1","2","1","2","2","2","1","4","2","1","3","2","3","2","2","1","2",NA,"2","2","3","2","2","4","2","2","3","3","4","4","3","3","3",NA,"5","4","5","2","2","4","4","4","4","2","4","4","2","5","5","3","2","5","2019-07-08 08:52:38 utc","2019-07-08 09:12:10 utc","402362-402353-48993449","27","8","1992","female","8","8",NA,"4","4","3","4","2","4","4","2","3","4","2","2","2","4","4","4","3","3","2","4","2","3","3","3",NA,"4","3","4","3","3","3","3","3","3","3",NA,"3","3","2","2",NA,"2","2","2","2","2","1","2","1","1","2","2","1","4","2","1","2","2","3","2","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","2","2","4","4","4","4","2","4","4","4","4","5","2","4","4","2019-07-23 12:25:56 utc","2019-07-23 12:36:56 utc","14","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","539","249463-249456-22232712","1","1","18","2","1988","male","6","6",NA,"4","5","4","2","2","4","4","2","4","4","2","1","2","2","4","4","2","2","2","4","4","2","2","2",NA,"2","4","5","4","2","4","2","3","3","2",NA,"4","2","2","4",NA,"1","4","3","4","1","4","3","1","2","3","3","1","1","4","1","2","2","2","3","3","4","1",NA,"2","2","3","4","4","2","4","3","4","5","3","2","5","2","1",NA,"3","6","4","4","4","3","2","5","5","2","6","2","3","2","5","3","3","5","2017-04-06 11:01:56 utc","2017-04-06 11:21:32 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","world","2","0","7","8","no","5","yes","7","yes","7","yes",NA,"",NA,"",NA,"",NA,"",NA,""
"119","983","160375-160369-18183360","1","1","1","3","1995","male","6","4",NA,"3","3","4","2","2","4","4","2","3","3","2","3","3","2","4","4","3","2","2","4","3","2","2","3",NA,"3","3","5","3","3","3","3","3","3","3",NA,"4","2","1","1",NA,"2","2","1","1","3","2","2","1","2","1","2","2","3","1","3","3","1","3","3","3","3","2",NA,"4","2","4","4","4","4","2","4","4","3","4","5","3","4","3",NA,"4","4","5","5","4","3","4","4","5","2","3","2","4","4","5","3","4","5","2016-11-26 14:56:42 utc","2016-11-26 15:27:57 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","mental","2","1","8","6","yes","3","no","3","no",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"120","716","360674-360665-37519361","1","1","11","11","1996","male","8","8",NA,"5","3","3","3","2","4","5","2","4","5","2","4","3","3","4","5","2","3","3","5","3","4","4","3",NA,"3","3","5","4","3","3","3","4","3","4",NA,"4","4","1","2",NA,"2","2","1","3","3","3","4","2","1","3","3","1","4","3","3","2","2","3","1","3","4","1",NA,"4","2","4","4","3","4","2","2","4","4","4","4","4","4","2",NA,"4","2","5","2","4","4","4","6","5","3","3","5","4","2","5","3","4","5","2018-07-19 20:54:58 utc","2018-07-19 21:16:50 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","mental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","309","249463-249456-21765398","1","1","26","1","1994","male","2","7",NA,"1","4","5","2","2","5","5","4","2","4","4","3","3","4","4","2","5","4","3","4","2","4","4","5",NA,"2","1","2","5","5","1","4","3","2","3",NA,"2","1","1","2",NA,"1","1","2","3","1","4","3","1","1","1","4","3","2","2","1","3","1","3","1","4","3","2",NA,"4","4","4","2","4","3","4","3","4","2","4","1","2","3","2",NA,"5","1","6","1","6","1","4","5","6","3","4","4","2","1","6","2","5","5","2017-03-23 19:39:01 utc","2017-03-23 19:54:19 utc","249464-249457-22416102","26","1","1994","male","8","2",NA,"4","3","5","2","2","4","5","3","4","4","2","3","4","2","4","2","3","4","2","5","4","2","3","5",NA,"2","1","2","4","5","2","4","4","2","1",NA,"2","1","1","2",NA,"1","2","2","2","1","1","1","1","1","2","1","1","2","1","1","1","1","2","1","1","1","1",NA,"2","2","2","2","4","1","2","1","2","1","1","1","2","1","3",NA,"5","1","6","1","6","1","6","6","6","1","1","6","6","1","6","1","5","6","2017-04-13 17:21:10 utc","2017-04-13 17:32:46 utc","4","mind","1","1","6","5","no","7","yes","3","yes","7","no","3","no","4","no","6","no","6","no","7","no"
"122","541","160375-160369-11694364","1","1","8","7","1994","female","8","8",NA,"5","5","3","4","1","4","5","2","1","3","1","2","2","5","3","5","4","1","5","2","1","4","3","5",NA,"4","4","5","5","2","4","4","3","5","3",NA,"3","4","2","1",NA,"3","2","3","1","1","2","4","1","1","3","4","3","4","2","3","3","4","4","1","4","4","2",NA,"4","3","4","4","5","4","2","1","4","3","4","1","2","3","3",NA,"5","4","4","4","4","6","5","6","5","1","3","6","6","5","6","2","5","4","2016-02-05 17:23:13 utc","2016-02-05 17:36:26 utc","179190-179183-12043794","8","7","1994","female","7","6",NA,"4","4","2","4","2","2","3","4","1","2","2","3","4","4","1","5","4","1","4","1","2","4","4","3",NA,"3","3","4","4","3","4","2","2","5","4",NA,"2","3","1","1",NA,"2","3","2","1","2","2","4","1","2","4","3","3","4","2","2","2","2","4","1","4","2","2",NA,"3","2","2","2","4","4","4","2","5","2","4","5","2","4","1",NA,"5","4","5","2","3","5","6","5","5","1","5","5","5","6","5","2","4","5","2016-02-21 09:33:26 utc","2016-02-21 09:43:15 utc","18","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"123","832","249463-249456-22061593","1","1","26","3","1994","male","1","7",NA,"4","4","4","2","2","4","3","3","4","2","2","3","4","2","3","2","3","3","2","3","3","4","4","3",NA,"2","2","4","4","3","3","4","3","3","3",NA,"2","2","1","1",NA,"3","1","2","2","1","2","2","1","1","1","2","1","3","1","2","1","1","2","1","1","2","2",NA,"2","3","3","3","4","4","2","2","4","3","2","2","2","2","3",NA,"5","3","5","2","5","2","4","5","5","2","4","3","4","3","4","3","4","4","2017-03-31 16:09:16 utc","2017-03-31 16:27:37 utc","249464-249457-22623990","26","3","1994","male","2","2",NA,"4","4","3","2","2","3","3","3","3","3","2","3","3","2","3","2","3","3","2","3","3","3","3","3",NA,"3","3","4","4","3","2","4","4","4","2",NA,"2","2","2","1",NA,"2","1","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1",NA,"4","2","3","4","4","4","2","3","4","3","4","3","3","4","3",NA,"5","2","5","2","5","2","5","5","5","2","3","4","4","2","5","2","5","5","2017-04-24 18:50:18 utc","2017-04-24 19:01:23 utc","12","mind","1","1","8","2","no","6","no","2","no","6","no","4","no","4","no","2","no","2","no","3","no"
"124","929","402361-402352-41677115","1","1","25","4","1997","male","5","8",NA,"4","4","3","2","2","2","2","2","4","2","3","4","4","2","3","4","3","4","2","2","3","2","3","1",NA,"3","3","4","4","3","2","4","4","2","2",NA,"2","1","1","2",NA,"1","1","3","3","1","3","1","2","2","1","1","1","2","1","1","1","1","1","2","1","1","1",NA,"2","2","3","1","2","2","4","4","3","2","4","2","4","3","2",NA,"5","4","5","4","4","2","3","3","5","2","5","4","3","3","5","3","5","4","2018-12-02 17:55:32 utc","2018-12-02 18:15:13 utc","402362-402353-42299927","25","4","1997","male","3","4",NA,"5","5","3","1","1","3","4","3","5","2","2","3","5","2","3","5","3","4","2","2","3","4","4","2",NA,"2","3","4","4","3","3","4","4","2","2",NA,"1","1","1","1",NA,"1","2","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","3","5","2","5","2","4","5","5","1","3","3","4","2","5","2","5","4","2018-12-29 22:30:12 utc","2018-12-29 22:42:10 utc","1","mental","1","0","7","8","yes","5","yes","4","yes","5","yes","7","yes","7","no","4","yes","4","yes","6","yes"
"125","384","301170-301162-33385020","1","1","23","5","1998","questioning","8","3",NA,"2","4","2","2","3","4","2","4","4","4","2","4","2","2","3","2","4","4","2","3","4","4","4","4",NA,"4","3","3","4","5","2","2","4","3","2",NA,"2","2","2","4",NA,"4","4","2","3","3","4","2","4","2","2","3","1","3","4","3","2","4","3","4","2","3","3",NA,"4","2","5","4","4","5","4","4","3","4","5","3","4","4","5",NA,"2","4","3","5","3","4","4","4","3","4","4","6","5","4","3","5","4","4","2018-04-02 17:04:44 utc","2018-04-02 17:26:07 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","595","160375-160369-20576221","1","1","29","3","1994","female","1","2",NA,"3","3","2","4","3","2","3","5","3","2","3","3","1","4","2","2","3","1","4","4","1","4","4","4",NA,"4","4","4","2","3","4","2","2","4","4",NA,"3","3","1","1",NA,"2","2","2","3","1","1","1","1","2","3","1","1","3","2","2","2","1","2","1","1","1","1",NA,"4","4","4","4","4","4","3","4","3","3","3","3","3","3","5",NA,"3","4","4","1","4","4","4","4","4","3","5","4","1","3","4","4","4","4","2017-02-23 16:57:26 utc","2017-02-23 18:36:47 utc","179190-179183-20995779","29","3","1994","female","1","1",NA,"4","3","2","4","3","3","3","4","3","3","3","4","3","3","3","3","3","2","3","4","2","4","4","3",NA,"4","4","4","3","3","4","3","3","3","3",NA,"3","2","1","1",NA,"2","2","1","3","1","2","1","1","2","2","1","2","2","3","2","2","2","2","1","1","1","2",NA,"4","4","4","4","4","3","3","3","4","4","4","4","4","4","5",NA,"4","3","4","3","4","4","4","4","4","4","4","4","3","3","4","4","3","4","2017-03-06 16:41:25 utc","2017-03-06 17:00:30 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","67","402361-402352-48530256","1","1","8","11","1995","female","2","8",NA,"4","4","3","4","2","4","4","3","2","5","3","4","1","4","3","3","3","2","3","5","2","3","3","3",NA,"2","3","3","4","3","2","4","3","4","4",NA,"2","1","1","1",NA,"1","2","2","2","1","2","1","1","3","2","1","1","3","2","1","2","1","3","2","1","2","2",NA,"2","2","2","2","4","4","4","2","4","1","2","1","1","2","5",NA,"5","2","6","1","3","3","5","5","6","2","4","6","4","6","6","3","4","4","2019-07-04 17:00:25 utc","2019-07-04 17:14:13 utc","402362-402353-48787662","8","11","1995","female","8","8",NA,"5","5","4","3","2","4","4","2","5","5","2","2","2","2","4","4","2","2","3","4","4","2","3","3",NA,"2","3","3","5","4","2","4","4","3","3",NA,"2","2","1","1",NA,"1","2","1","2","1","1","1","1","1","2","1","1","3","1","1","2","1","2","1","1","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","6","2","4","2","5","6","6","2","3","5","6","6","6","3","4","5","2019-07-15 15:54:43 utc","2019-07-15 16:03:23 utc","7","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","95","160375-160369-20806970","1","1","4","5","1997","female","2","1",NA,"2","2","1","4","4","4","4","5","2","5","4","2","2","5","5","3","5","2","5","4","2","4","4","4",NA,"3","4","5","5","3","5","4","1","5","5",NA,"4","4","4","3",NA,"2","3","3","4","4","3","3","4","4","3","3","1","3","3","4","3","3","2","4","4","4","2",NA,"4","5","5","4","3","5","5","3","5","5","5","5","5","5","5",NA,"2","6","4","3","2","4","1","3","4","3","5","4","3","5","1","6","3","4","2017-03-01 16:23:01 utc","2017-03-01 16:35:47 utc","179190-179183-22159294","4","5","1997","female","6","6",NA,"4","3","2","3","2","4","4","4","3","3","2","3","2","2","1","2","4","2","3","2","2","4","4","3",NA,"3","4","4","3","2","4","3","2","4","4",NA,"2","2","2","4",NA,"3","3","4","2","3","4","2","4","3","2","1","1","3","2","3","3","3","2","4","2","3","1",NA,"4","3","4","4","2","4","5","3","3","4","4","5","3","4","5",NA,"4","5","3","5","4","6","2","3","4","2","6","2","2","5","1","6","3","1","2017-04-04 12:44:16 utc","2017-04-04 12:52:47 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","122","301170-301162-33294086","1","1","29","6","1997","female","3","7",NA,"4","4","4","3","2","4","4","3","3","2","2","4","3","3","2","2","3","3","2","3","3","4","4","3",NA,"3","2","4","3","4","3","3","3","3","3",NA,"2","2","2","1",NA,"2","2","3","2","1","2","1","2","1","2","1","1","3","2","1","3","2","2","1","1","1","1",NA,"4","4","4","2","3","4","2","4","4","5","4","4","4","4","3",NA,"4","3","5","3","4","3","6","4","5","2","4","5","6","4","4","3","4","4","2018-03-30 11:57:03 utc","2018-03-30 12:11:56 utc","301171-301163-35551567","29","6","1997","female","8","5",NA,"3","4","4","3","2","5","3","2","3","5","2","2","3","3","4","3","2","3","2","4","2","3","3","3",NA,"2","3","4","2","3","3","3","3","4","2",NA,"3","2","2","1",NA,"2","1","1","1","1","1","1","2","1","1","1","1","3","1","1","2","2","2","1","1","1","2",NA,"3","3","4","3","4","3","1","4","4","2","4","2","4","4","3",NA,"3","4","5","5","5","3","4","4","4","2","3","5","5","3","3","3","4","4","2018-05-22 17:14:38 utc","2018-05-22 17:31:07 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","196","160375-160369-20852633","1","1","29","5","1997","male","2","6",NA,"3","4","2","4","3","2","3","5","3","2","4","5","3","4","2","3","4","2","4","2","2","4","5","4",NA,"2","3","2","4","3","3","3","2","2","3",NA,"3","1","1","1",NA,"2","3","2","3","1","2","1","2","2","2","1","1","2","1","1","2","1","3","2","1","1","1",NA,"3","4","4","4","4","3","4","2","4","2","2","2","2","1","5",NA,"3","2","4","4","4","5","2","3","4","5","4","5","2","4","4","5","3","3","2017-03-02 16:04:19 utc","2017-03-02 16:18:17 utc","179190-179183-21542311","29","5","1997","male","5","4",NA,"4","4","3","4","2","3","3","3","4","2","2","2","4","4","3","4","2","2","4","2","3","3","4","3",NA,"3","3","3","5","4","2","4","3","4","2",NA,"2","1","1","1",NA,"1","2","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1",NA,"4","2","3","2","5","2","2","2","3","2","2","1","1","2","5",NA,"5","2","5","3","5","4","5","5","5","4","3","5","5","2","4","3","5","4","2017-03-18 15:52:35 utc","2017-03-18 16:13:59 utc","14","mind","4","2","6","7","no","7.5","yes","5","yes","4","no","6","no","6","no","7.5","no","8","yes","5","no"
"131","38","360674-360665-37435297","1","0","8","8","1967","male","8","2",NA,"3","3","2","3","4","3","1","2","3","3","2","2","2","2","3","4","3","2","3","4","2","3","2","4",NA,"3","2","3","4","4","2","4","3","2","2",NA,"1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1",NA,"2","4","3","3","4","4","1","4","4","2","4","2","3","2","2",NA,"5","2","5","1","5","2","5","5","5","1","3","5","5","2","5","2","4","5","2018-07-17 20:07:21 utc","2018-07-17 20:51:01 utc","360676-360667-38483166","8","8","1967","male","8","2",NA,"3","4","3","2","2","3","2","2","5","3","3","2","4","4","4","3","2","3","4","4","4","2","2","3",NA,"1","2","1","4","3","1","5","4","3","2",NA,"1","1","1","1",NA,"1","1","1","2","1","1","1","1","1","1","2","1","2","1","1","2","1","1","1","1","1","1",NA,"2","3","3","2","4","2","2","4","4","2","2","2","2","2","2",NA,"5","2","5","1","5","2","5","5","5","2","3","5","5","2","5","2","4","5","2018-08-14 18:36:46 utc","2018-08-14 19:04:40 utc","1","mental states","0","1","80","15",NA,"5",NA,"5",NA,"10",NA,"0",NA,"5",NA,"5",NA,"20",NA,"10",NA
"132","13","249463-249456-23000935","1","1","3","10","1990","female","3","3",NA,"3","4","2","4","3","3","4","4","2","2","3","3","3","4","2","2","4","2","4","3","2","3","3","3",NA,"4","4","4","3","3","5","3","3","5","4",NA,"2","3","2","2",NA,"2","1","2","3","1","3","2","1","1","4","1","1","3","2","3","3","4","2","3","4","1","2",NA,"4","5","5","4","4","4","5","3","5","3","2","5","3","3","5",NA,"3","6","4","6","3","4","3","4","4","4","5","4","3","5","3","4","4","5","2017-05-09 15:34:11 utc","2017-05-09 15:47:38 utc","249464-249457-24610812","3","10","1990","female","7","7",NA,"4","4","3","2","2","4","2","3","4","3","2","2","3","2","3","4","3","3","2","4","3","2","2","2",NA,"3","3","3","4","4","4","3","3","3","2",NA,"2","2","2","1",NA,"1","1","2","3","1","1","2","1","1","2","2","2","2","1","2","2","2","1","1","1","2","1",NA,"2","4","2","2","2","4","4","4","4","4","2","4","4","2","2",NA,"5","2","5","6","5","4","4","4","5","2","4","5","4","4","5","2","4","5","2017-07-12 13:10:55 utc","2017-07-12 13:23:16 utc","20","mind","5","5","6","1","yes","0","yes","4","no","2","no","3","yes","1","yes","6","no","5","no","6","no"
